protocol_name,date,sessionstarttime,sampletime,stage,speed,heartrate_bpm
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:09:02,1,0.0,75.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:09:07,1,2.3,79.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:09:12,1,5.0,85.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:09:17,1,5.0,88.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:09:22,1,5.0,90.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:09:27,1,5.0,93.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:09:32,1,5.0,95.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:09:37,1,5.0,101.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:09:42,1,5.0,101.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:09:47,1,5.0,104.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:09:52,1,5.0,108.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:09:57,1,5.0,106.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:10:02,1,5.0,107.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:10:07,1,5.0,108.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:10:12,1,5.0,106.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:10:17,1,5.0,109.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:10:22,1,5.0,106.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:10:27,1,5.0,104.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:10:32,1,5.0,106.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:10:37,1,5.0,106.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:10:42,1,5.0,110.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:10:47,1,5.0,110.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:10:52,1,5.0,106.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:10:57,1,5.0,112.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:11:02,1,5.0,108.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:11:07,1,5.0,111.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:11:12,1,5.0,113.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:11:17,1,5.0,113.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:11:22,1,5.0,112.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:11:27,1,5.0,117.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:11:32,1,5.0,116.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:11:37,1,5.0,118.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:11:42,1,5.0,119.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:11:47,1,5.0,116.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:11:52,1,5.0,117.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:11:57,1,5.0,117.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:12:02,1,5.0,117.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:12:07,1,5.0,121.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:12:12,1,5.0,122.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:12:17,1,5.0,121.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:12:22,1,5.0,117.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:12:27,1,5.0,121.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:12:32,1,5.0,117.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:12:37,1,5.0,117.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:12:42,1,5.0,121.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:12:47,1,5.0,117.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:12:52,1,5.0,122.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:12:57,1,5.0,116.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:02,1,5.0,120.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:07,1,5.0,120.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:12,1,5.0,120.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:17,2,6.7,120.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:22,2,8.0,122.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:27,2,8.0,122.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:32,2,8.0,125.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:37,2,8.0,131.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:42,2,8.0,130.0
continuous_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:47,2,8.0,130.0
