protocol_name,date,sessionstarttime,sampletime,stage,speed,heartrate_bpm
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:27,1,6.0,124
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:32,2,8.5,123
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:37,2,8.5,126
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:42,2,8.5,111
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:47,2,8.5,140
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:52,2,8.5,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:13:57,2,8.5,132
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:14:02,2,8.5,133
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:14:07,2,8.5,134
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:14:12,2,8.5,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:14:17,2,8.5,134
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:14:22,2,8.5,134
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:14:27,2,8.5,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:14:32,3,6.0,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:14:37,3,6.0,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:14:42,3,6.0,133
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:14:47,3,6.0,133
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:14:52,3,6.0,141
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:14:57,3,6.0,138
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:15:02,3,6.0,116
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:15:07,3,6.0,121
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:15:12,3,6.0,139
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:15:17,3,6.0,117
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:15:22,3,6.0,114
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:15:27,3,6.0,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:15:32,3,6.0,122
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:15:37,3,6.0,128
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:15:42,3,6.0,111
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:15:47,3,6.0,107
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:15:52,3,6.0,108
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:15:57,3,6.0,111
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:16:02,3,6.0,119
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:16:07,3,6.0,111
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:16:12,3,6.0,119
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:16:17,3,6.0,120
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:16:22,3,6.0,120
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:16:27,3,6.0,121
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:16:32,4,8.5,121
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:16:37,4,8.5,122
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:16:42,4,8.5,118
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:16:47,4,8.5,130
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:16:52,4,8.5,131
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:16:57,4,8.5,121
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:17:02,4,8.5,124
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:17:07,4,8.5,144
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:17:12,4,8.5,140
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:17:17,4,8.5,137
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:17:22,4,8.5,137
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:17:27,4,8.5,136
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:17:32,5,6.0,138
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:17:37,5,6.0,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:17:42,5,6.0,147
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:17:47,5,6.0,148
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:17:52,5,6.0,128
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:17:57,5,6.0,143
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:18:02,5,6.0,117
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:18:07,5,6.0,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:18:12,5,6.0,120
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:18:17,5,6.0,123
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:18:22,5,6.0,111
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:18:27,5,6.0,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:18:32,5,6.0,107
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:18:37,5,6.0,134
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:18:42,5,6.0,122
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:18:47,5,6.0,112
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:18:52,5,6.0,114
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:18:57,5,6.0,131
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:19:02,5,6.0,104
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:19:07,5,6.0,106
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:19:12,5,6.0,117
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:19:17,5,6.0,118
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:19:22,5,6.0,121
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:19:27,5,6.0,122
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:19:32,6,8.5,123
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:19:37,6,8.5,124
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:19:42,6,8.5,138
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:19:47,6,8.5,122
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:19:52,6,8.5,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:19:57,6,8.5,142
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:20:02,6,8.5,118
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:20:07,6,8.5,138
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:20:12,6,8.5,131
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:20:17,6,8.5,137
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:20:22,6,8.5,139
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:20:27,6,8.5,138
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:20:32,7,6.0,139
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:20:37,7,6.0,138
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:20:42,7,6.0,136
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:20:47,7,6.0,137
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:20:52,7,6.0,132
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:20:57,7,6.0,122
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:21:02,7,6.0,122
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:21:07,7,6.0,141
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:21:12,7,6.0,138
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:21:17,7,6.0,122
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:21:22,7,6.0,114
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:21:27,7,6.0,141
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:21:32,7,6.0,123
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:21:37,7,6.0,142
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:21:42,7,6.0,138
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:21:47,7,6.0,139
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:21:52,7,6.0,133
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:21:57,7,6.0,124
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:22:02,7,6.0,139
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:22:07,7,6.0,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:22:12,7,6.0,119
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:22:17,7,6.0,119
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:22:22,7,6.0,120
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:22:27,7,6.0,121
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:22:32,7,6.0,124
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:22:37,8,8.5,123
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:22:42,8,8.5,124
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:22:47,8,8.5,129
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:22:52,8,8.5,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:22:57,8,8.5,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:23:02,8,8.5,128
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:23:07,8,8.5,144
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:23:12,8,8.5,150
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:23:17,8,8.5,126
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:23:22,8,8.5,138
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:23:27,8,8.5,137
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:23:32,8,8.5,138
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:23:37,9,6.0,137
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:23:42,9,6.0,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:23:47,9,6.0,136
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:23:52,9,6.0,134
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:23:57,9,6.0,133
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:24:02,9,6.0,132
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:24:07,9,6.0,131
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:24:12,9,6.0,130
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:24:17,9,6.0,127
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:24:22,9,6.0,127
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:24:27,9,6.0,125
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:24:32,9,6.0,125
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:24:37,9,6.0,125
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:24:42,9,6.0,123
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:24:47,9,6.0,124
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:24:52,9,6.0,124
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:24:57,9,6.0,123
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:25:02,9,6.0,122
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:25:07,9,6.0,123
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:25:12,9,6.0,122
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:25:17,9,6.0,121
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:25:22,9,6.0,122
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:25:27,9,6.0,123
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:25:32,9,6.0,123
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:25:37,10,8.5,126
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:25:42,10,8.5,128
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:25:47,10,8.5,130
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:25:52,10,8.5,130
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:25:57,10,8.5,132
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:26:02,10,8.5,136
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:26:07,10,8.5,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:26:12,10,8.5,136
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:26:17,10,8.5,139
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:26:22,10,8.5,137
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:26:27,10,8.5,139
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:26:32,10,8.5,137
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:26:37,11,6.0,136
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:26:42,11,6.0,137
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:26:47,11,6.0,134
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:26:52,11,6.0,135
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:26:57,11,6.0,133
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:27:02,11,6.0,133
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:27:07,11,6.0,133
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:27:12,11,6.0,130
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:27:17,11,6.0,130
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:27:22,11,6.0,130
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:27:27,11,6.0,129
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:27:32,11,6.0,129
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:27:37,11,6.0,128
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:27:42,11,6.0,127
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:27:47,11,6.0,124
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:27:52,11,6.0,123
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:27:57,11,6.0,123
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:28:02,11,6.0,122
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:28:07,11,6.0,123
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:28:12,11,6.0,121
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:28:17,11,6.0,122
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:28:22,11,6.0,119
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:28:27,11,6.0,119
interval_run,1677-09-22,1677-09-22 00:00:00,1677-09-22 00:28:32,11,6.0,119
